source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
Web of Science,WOS:001694398400003,10.33383/2025-027,Article,A COMPUTATIONAL FRAMEWORK FOR OPTIMISING DAYLIGHT PERFORMANCE OF DOUBLE SKIN FAСADES IN EDUCATIONAL BUILDINGS: CASE OF MEDITERRANEAN CLIMATE,"Unluturk, Mustafa Serhan; Kazanasmaz, Zehra Tugce; Ekici, Berk; Ozbalta, Turkan Goksal",2026,,"author_keywords=['daylight', 'double skin facades', 'optimisation', 'building envelope', 'computational design']",,LIGHT & ENGINEERING,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001690978800027,10.1061/JCEMD4.COENG-17693,Article,MACO: An Open-Image Data Set with Multiannotation Strategies for Building Material Counting,"Huang, Qian; Chen, Yutao; Li, Yang; Liu, Siyuan; Fan, Zekai; Chen, Xingjian; Chen, Jun",2026,,"author_keywords=['Data set', 'Building materials', 'Object counting', 'Deep learning', 'Computer vision']",,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001665554100569,10.1109/ECCE58356.2025.11260078,Proceedings Paper,"Leveraging IoT, Big Data and AI capabilities for technological regenerative innovation in commercial and industrial energy management","Ahmed, Nouman; Canti, Guido; Cassetta, Giacomo; Ding, Yuemin; Anglani, Norma",2025,,"author_keywords=['Artificial Intelligence', 'Big Data', 'Decision Trees', 'Energy Management', 'Internet of Things', 'Random Forest', 'Regenerative Innovation', 'SHAP']",,"2025 IEEE ENERGY CONVERSION CONFERENCE CONGRESS AND EXPOSITION, ECCE",,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001690208800001,10.1680/jmuen.25.00118,Article,Network construction strategies for the activation of autonomous mobile robots,"Park, Seongjin; Min, Serin; Choi, Minje; Kim, Sion; Lee, Seungjae",2026,,"author_keywords=['autonomous mobile robot (AMR)', 'built environment', 'infrastructure planning', 'path', 'pedestrian congestion', 'robotability', 'robot network', 'UN SDG 9: Industry, innovation and infrastructure', 'UN SDG 11: Sustainable cities and communities', 'urban network analysis (UNA)']",,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,,wos_rob_be,wos_rob_be,0,1,0
Web of Science,WOS:001683656300001,10.1016/j.jclepro.2026.147667,Article,Climate-sensitive optimization of autonomous hybrid photovoltaic/ battery/hydrogen systems for net-zero energy rural buildings via particle swarm optimization,"Tribiche, Anouar; Es-Sakali, Niima; Laasri, Said; Belghiti, Amine Alaoui; Kaitouni, Samir Idrissi",2026,,"author_keywords=['Net zero energy building (NZEB)', 'Particle swarm optimization (PSO)', 'Hybrid renewable energy system (HRES)', 'PV/Battery/hydrogen microgrids', 'Zero carbon building (ZCB)', 'Energy transition']",,JOURNAL OF CLEANER PRODUCTION,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001686636700001,10.1080/26892618.2026.2626909,Article,Understanding Autonomy Through Space: A Thematic Analysis of Older Adults' Experience of Nursing Home Architecture,"Haghnia, Saeed",2026,,"author_keywords=['Autonomy', 'physical environment', 'nursing home', 'older adults']",,JOURNAL OF AGING AND ENVIRONMENT,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001676757900001,10.1007/s00170-025-17340-7,Review,Human-Robot collaboration in industrialized construction manufacturing 5.0: A bibliometric mapping of smart production research,"Garces, Gonzalo; Torres, Kevin; Castaneda, Karen; Mendoza, Santiago; Pena, Carlos A.; Sanchez, Omar",2026,,"author_keywords=['Human-robot collaboration', 'Construction 5.0', 'Construction manufacturing', 'Manufacturing systems', 'Bibliometric analysis', 'Robotics']",,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001611311200320,10.2514/6.2025-4120.c1,Proceedings Paper,Advancing In-Space Manufacturing for Climate Mitigation: A Modular and Scalable Facility Concept for Sunshade Production,"Maheswaran, T.; Butscher, M.",2025,,author_keywords=[],,AIAA AVIATION FORUM AND ASCEND 2025,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001604717000057,10.1007/978-3-032-02106-9_57,Proceedings Paper,Human-Robot Assembly of 3D-Printed Building Components Combining Motion Planning and Dynamic Movement Primitives,"Hidding, Arwin; Lim, Tom; Bier, Henriette; Peternel, Luka",2025,,"author_keywords=['Human-Robot Interaction', 'Robot Learning', 'Robotic Assembly', 'Martian Habitat']",,"ADVANCES IN SERVICE AND INDUSTRIAL ROBOTICS, RAAD 2025",,wos_rob_be,wos_rob_be,1,1,0
Web of Science,WOS:001663048900001,10.1155/je/5557271,Article,Service Engineering 4.0 Applicability: Results From Stakeholders′ Engagement Assessment in the Public Building Construction Projects,"Mange, Mussa A.; Taifa, Ismail W. R.",2026,,"author_keywords=['applicability', 'challenges', 'Industry 4.0', 'public building construction', 'Service Engineering 4.0', 'smart building services']",,JOURNAL OF ENGINEERING,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001658227000001,10.1016/j.jobe.2025.115100,Review,Gypsum integrated phase change materials for thermal energy efficiency in buildings: A review,"Rashid, Farhan Lafta; Al-Obaidi, Mudhar A.; Alkhekany, Zainab Abdul Karim; Jaafar, Mohammed Thamer; Ahmad, Shabbir; Chibani, Atef; Kezzar, Mohamed; Agyekum, Ephraim Bonah; Mohammed, Hayder I.; Sadeq, Abdellatif M.",2026,,"author_keywords=['Phase change materials (PCMs)', 'Gypsum', 'Thermal energy efficiency', 'Buildings', 'Energy saving']",,JOURNAL OF BUILDING ENGINEERING,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001649458100009,10.1016/j.multra.2025.100252,Article,Autonomous vehicle adoption behavior and safety concern: A study of public perception,"Nazari, Fatemeh; Noruzoliaee, Mohamadhossein; Mohammadian, Abolfazl (Kouros)",2026,,"author_keywords=['Autonomous vehicle', 'Acceptance behavior', 'Perceived safety concern', 'Endogeneity', 'Taste heterogeneity', 'Recursive trivariate modelintroduction']",,MULTIMODAL TRANSPORTATION,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001645803700001,10.1016/j.cemconcomp.2025.106450,Article,Synergistic enhancement of mechanical and impermeability properties in self-healing concrete through PVA fiber reinforcement and MICP,"Jiang, Lu; Ma, Hongrui; Hu, Sisi; Zhao, Xiangbi; Wang, Wenjing; Zhang, Yu; Liu, Yuanzhen",2026,,"author_keywords=['MICP', 'Self-healing concrete', 'Polyvinyl alcohol fiber', 'Impermeability', 'Durability']",,CEMENT & CONCRETE COMPOSITES,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001643089400001,10.1016/j.apenergy.2025.127201,Review,Hydrogen applications in buildings: A systematic review of decarbonization pathways,"Li, Yimeng; Shafique, Muhammad; Luo, Xiaowei",2026,,"author_keywords=['Net zero building', 'Hydrogen', 'renewable energy', 'Sustainable energy', 'Decarbonization']",,APPLIED ENERGY,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001641497600001,10.1016/j.jer.2024.10.012,Article,Design and testing of a low-cost mobile platform for contactless building surveying,"You, Jinlong; Wang, Baochao; Wang, Dongwei; Jin, Ning; Zhao, Xueguan; Li, Fengmei; Sun, Fengbo; Dou, Gang; Bai, Haoran",2025,,"author_keywords=['Measuring robot', 'EKF', 'Sensorless control', 'Distance measurement', 'Embedded system']",,JOURNAL OF ENGINEERING RESEARCH,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001614889900006,10.1109/ICRA55743.2025.11127644,Proceedings Paper,Assembly Order Planning for Modular Structures by Autonomous Multi-Robot Systems,"Peters, Tom; Cheung, Kenneth; Kostitsyna, Irina",2025,,author_keywords=[],,2025 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001633699500001,10.1080/01621459.2025.2563777,Article,Scan Statistics for the Detection of Anomalies in <i>M</i>-Dependent Random Fields with Applications to Image Data,"Kirch, Claudia; Klein, Philipp; Meyer, Marco",2025,,"author_keywords=['Anomaly detection', 'Functional central limit theorem', 'Random field', 'Scan statistics']",,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001632191700001,10.1039/d5lp00210a,Review,Future of concrete: autonomous self-healing with advanced microcapsule technology,"Singh, Manvi; Tarannum, Nazia; Khari, Anshuman; Pal, Ishika; Singh, Ishu; Bhatnagar, Juhi",2026,,author_keywords=[],,RSC APPLIED POLYMERS,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001594179900012,10.1007/978-3-031-92548-1_12,Proceedings Paper,A Well-Being Culture Influencing the Retention of Talent Generation Y Case Study of Top50 Companies in Thailand 2023,"Rensep, Nishima; Kaewpijit, Jutamas",2025,,author_keywords=['Well-being center dot Retention center dot Talent Generation Y center dot Millennials center dot 3C'],,HUMAN RESOURCES DEVELOPMENT IN A DIGITAL AGE,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001612737200001,10.3390/buildings15213876,Article,A* Algorithm for On-Site Collaborative Path Planning in Building Construction Robots,"Fang, Yuan; He, Jialiang; Wang, Xi; Xu, Wensheng; Kim, Jung In; Chen, Xingbin",2025,,"author_keywords=['construction robots', 'path planning', 'A* algorithm', 'robot group formation', 'smart construction']",,BUILDINGS,,wos_rob_be,wos_rob_be,0,1,0
Web of Science,WOS:001613096600001,10.3390/su17219911,Article,Will Automated Vehicles Drive You to Move? Exploring and Predicting the Impact of AV Technology on Residential Relocation,"Wang, Song; Tian, Xin; Li, Zhixia; Jiang, Shang; Zhao, Wenjing; Zhang, Shiyao; Yang, Hao (frank); Zhang, Guohui",2025,,"author_keywords=['automated vehicle', 'residential relocation', 'machine learning', 'sustainable transportation']",,SUSTAINABILITY,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001598776500001,10.1007/s10668-025-06857-2,Article,Multi-agent evolutionary game analysis for digital carbon emission reduction in the construction industry: policy incentives and strategic interactions,"Xiao, Meng; Liu, Jingjing; Tian, Zeyang; Yan, Yan; Meresho, Annastasia John",2025,,"author_keywords=['Carbon emission reduction', 'Digital strategy', 'Evolutionary game', 'Construction industry']",,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001597993500016,10.1061/JCEMD4.COENG-16853,Article,Collaborative Bricklaying with a Robotic arm Using a Head-Mounted Camera in Construction,"Hwang, Yeongseo; Kim, Taeeun; Ryu, Jongkwan; Yang, Kanghyeok",2025,,"author_keywords=['Head-mounted camera', 'Human-robot collaboration', 'Collaborative bricklaying', 'Robotic arm', 'Construction material handling']",,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,wos_rob_be,wos_rob_be,1,1,0
Web of Science,WOS:001593757700001,10.3390/buildings15193602,Article,LiDAR SLAM for Safety Inspection Robots in Large Scale Public Building Construction Sites,"Feng, Chunyong; Yu, Junqi; Li, Jingdan; Wu, Yonghua; Wang, Ben; Wang, Kaiwen",2025,,"author_keywords=['construction site', 'intelligent construction', 'inspection robot', 'LiDAR', 'SLAM']",,BUILDINGS,,wos_rob_be,wos_rob_be,0,1,0
Web of Science,WOS:001581311700001,10.3390/robotics14090117,Article,Framework for LLM-Enabled Construction Robot Task Planning: Knowledge Base Preparation and Robot-LLM Dialogue for Interior Wall Painting,"Kim, Kyungki; Ghimire, Prashnna; Huang, Pei-Chi",2025,,"author_keywords=['construction robotics', 'large language models (LLMs)', 'building information modeling (BIM)', 'robot-LLM communication', 'robot task planning', 'ChatGPT']",,ROBOTICS,,wos_rob_be,wos_rob_be,0,1,0
Web of Science,WOS:001580871900001,10.1093/geront/gnaf167,Article,Pre-relocation evaluation of the physical environment of a traditional care home before transitioning to a dementia village,"Chaudhury, Habib; Zhang, Ziying; Salmon, Amy",2025,,"author_keywords=['Built environment', 'Long-term care', 'Care model', 'Environmental assessment']",,GERONTOLOGIST,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001577628800001,10.3846/jcem.2025.24091,Article,BIM-BASED DIGITAL TWIN FOR THE MANAGEMENT OF A RAILWAY STATION,"Pavon, Ruben Munoz; Alberti, Marcos Garcia; Cepa, Jorge Jerez; Alonso, Tomas Luis Ripa",2025,,"author_keywords=['BIM', 'computer programming', 'IoT', 'Cloud Computing', 'intelligent management system', 'railway stations']",,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001577771400001,10.1016/j.conbuildmat.2025.143674,Article,"Enhancing self-sealing performance of concrete using novel water-absorbent capsules: Effects of capsule properties, molding methods, and crack-filling mechanisms","Chang, Honglei; Liu, Xiuyu; Guo, Zhengkun; Guo, Feng; Liu, Jian",2025,,"author_keywords=['Concrete', 'Water absorbent capsules', 'Self-sealing performance', 'Through crack', 'Permeability']",,CONSTRUCTION AND BUILDING MATERIALS,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001555658600005,10.1007/978-981-96-4569-5_5,Proceedings Paper,Research and Development of Thermoelectric Modules and Their Application in Floating Cities,"Cai, Jingming; Yuan, Yujin; Pei, Zhiyang",2025,,"author_keywords=['Thermoelectric (TE) modules', 'Floating cities', 'Energy sustainability']",,"PROCEEDINGS OF THE FOURTH WORLD CONFERENCE ON FLOATING SOLUTIONS, WCFS 2024",,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001574095500001,10.37544/0005-6650-2025-10-41,Article,Building the future-an interdisciplinary research initiative,"Bayer, D.; Berns, K.; Carrigan, S.; Glock, C.; Kaufmann, F.; Korkemeyer, K.; Kornadt, O.; Kurz, W.; Liu, S.; Pahn, M.; Sadegh-Azar, H.; Stricker, D.; Thiele, C.",2025,,"author_keywords=['Forschung und Entwicklung', 'Nachhaltigkeit', 'CO2-Reduktion', 'Betonbau', 'Digitale Methoden']",,BAUINGENIEUR,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001569684500001,10.3390/en18174575,Article,"Selection and Classification of Small Wind Turbines for Local Energy Systems: Balancing Efficiency, Climate Conditions, and User Comfort","Moska, Waldemar; Piechowski, Leszek; Aebkowski, Andrzej",2025,,"author_keywords=['micro and small wind turbines (MAWT)', 'hybrid energy systems', 'wind resource assessment', 'turbine siting and optimization', 'user comfort and acoustic impact', 'climate-resilient design']",,ENERGIES,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001570824700001,10.3389/fbuil.2025.1655847,Review,Deep learning - enabled visual computing in construction: application and digital technology integration,"Perera, Prasad; Perera, Srinath; Jin, Xiaohua; Rashidi, Maria; Nanayakkara, Samudaya; Yazbek, Gina; Yazbek, Andrew",2025,,"author_keywords=['artificial intelligence', 'construction project management', 'construction digitalisation', 'deep learning', 'digital technologies', 'visual computing', 'Construction 4.0', 'technology in built environment']",,FRONTIERS IN BUILT ENVIRONMENT,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001564749000001,10.1080/26892618.2025.2552796,Article,The Impact of the Physical Environment on the Autonomy of Older Adults in Residential Care: A Systematic Review,"Haghnia, Saeed; Olfat, Milad",2025,,"author_keywords=['autonomy', 'independence', 'physical environment', 'aged-care', 'elderly']",,JOURNAL OF AGING AND ENVIRONMENT,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001564551300001,10.36680/j.itcon.2025.054,Article,WORK BREAKDOWN STRUCTURE AND CONSTRUCTION PROCESS FRAMEWORK FOR A HYBRID 3D-PRINTED MODULAR BUILDING,"Sari, Mustika; Berawi, Mohammed Ali; Taswin, William Faustin; Saroji, Gunawan; Miraj, Perdana",2025,,"author_keywords=['3DCP', 'Modular Construction', 'Work Breakdown Structure', 'Construction Process Framework']",,JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001553155000015,10.1007/978-3-031-89471-8_15,Proceedings Paper,Automated Multi-agent Assembly: Collaborative Robot-Crane Concept and Capability Matching Implementation for the Automated Assembly of Heavy Construction Components,"Heuer, Christoph; Brell-Cokcan, Sigrid",2025,,"author_keywords=['Heavy Payload Assembly', 'Multi-Agent Assembly', 'Robot-Crane Collaboration', 'Field Demonstration', 'Reference Construction Site']",,EUROPEAN ROBOTICS FORUM 2025,,wos_rob_be,wos_rob_be,1,1,0
Web of Science,WOS:001537918400007,10.1145/3671127.3698172,Proceedings Paper,ICON drone: Autonomous indoor exploration using Unmanned Aerial Vehicle for semantic 3D reconstruction,"Zhang, Hao Xuan; Yang, Yilin; Zou, Zhengbo",2024,,"author_keywords=['Robotics', 'Scan-to-BIM', 'Photogrammetry', 'Simultaneous localization and mapping', 'Deep learning']",,"PROCEEDINGS OF THE 2024 THE 11TH ACM INTERNATIONAL CONFERENCE ON SYSTEMS FOR ENERGY-EFFICIENT BUILDINGS, CITIES, AND TRANSPORTATION, BUILDSYS 2024",,wos_rob_be,wos_rob_be,1,1,0
Web of Science,WOS:001551602100001,10.1007/s12132-025-09540-x,Article,"The Engrained Cascading, Cumulative and Amplified Risk Drivers to Climate-Induced Hazards in Informal Settlements in Tshwane, South Africa","Hugo, Jan; Oberholster, Jason; Combrinck, Carin",2025,,"author_keywords=['UISP', 'Climate change', 'Informal settlements', 'In situ upgrade', 'Climate change adaptation']",,URBAN FORUM,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001548493800001,10.1017/dce.2025.10017,Article,Autonomous unmanned aerial vehicles exploration for semantic indoor reconstruction using 3D Gaussian splatting,"Zhang, Hao Xuan; Yang, Yilin; Zou, Zhengbo",2025,,"author_keywords=['Gaussian splattings', 'scan-to-BIM', 'semantic segmentation', 'UAV']",,DATA-CENTRIC ENGINEERING,,wos_rob_be,wos_rob_be,1,1,0
Web of Science,WOS:001541001700003,10.1016/j.autcon.2025.106370,Article,"Advancing robotic assembly in construction: Innovations, challenges, and opportunities","Chen, Zhengyi; Adel, Arash",2025,,"author_keywords=['Construction robotics', 'Construction automation', 'Robotic assembly', 'Human-robot collaboration', 'Multi-robot collaboration']",,AUTOMATION IN CONSTRUCTION,,wos_rob_be,wos_rob_be,0,0,0
Web of Science,WOS:001535619000001,10.3390/app15147682,Article,"Machine Learning in Smart Buildings: A Review of Methods, Challenges, and Future Trends","El Husseini, Fatema; Noura, Hassan N.; Salman, Ola; Chahine, Khaled",2025,,"author_keywords=['smart building management', 'energy efficiency', 'predictive analytics', 'non-intrusive load monitoring', 'energy forecasting']",,APPLIED SCIENCES-BASEL,,wos_rob_be,wos_rob_be,0,0,0
